__label__1(1),He felt no such certainty <head>about</head> Russia .
__label__1(1) __label__3(1b),"Although Britain 's impressive unbeaten march <head>through</head> the expense of five lower ranked nations , Wood insisted : ` This is an occasion to celebrate ."
__label__4(3),He heard many voices as people passed on the pathway <head>from</head> the bridge to the ramp .
__label__1(1)-1,"It showed a beautiful , heavy-boned girl <head>in</head> a European dress ."
__label__1(1),"Since the accent in this study lies on 1922 , a report in The Times for 6 January may suffice <head>as</head> an eye-witness account of conditions in Saratov and Samara gubernii ."
__label__1(1),"Simpkin is now coaching Hong Kong , after a stint <head>as</head> the Colony 's director of coaching ."
__label__3(3),"A son should be concerned <head>for</head> his father 's health . """
__label__4(4),"Adela fixed up a meeting <head>between</head> the king and archbishop , and in a few days everything was arranged ."
__label__12(6a),Yesterday The Northern was contacted by an ET trainee living in Darlington who has been carrying out his own survey <head>of</head> trainees ' attitudes .
__label__6(3a),"But a lull in Burnley 's flurries saw Tony Daws leap on to a bad back-pass , skip <head>round</head> a defender and the converging goalkeeper and equalise just after the hour ."
__label__3(2),Push some plaster through the hole and spread it <head>around</head> the back of the hole .
__label__1(1),"It clattered <head>across</head> the path and bounced against what looked like the battered frame of an old pram , with a bang like a pistol shot ."
__label__6(4),"The membership had grown <head>from</head> 82 founder members to 253 in 1855 , of which 128 were Fellows and 125 Associates ."
__label__16(7),I pondered hard <head>over</head> the reply to my friend 's question .
__label__1(1),Mr Ashworth contacted his family <head>in</head> Skelmersdale last night telling them he was in Liverpool although extensive inquiries are also continuing in Scotland .
__label__1(1),He sat back in the armchair and watched the smoke drifting upwards <head>from</head> his pipe towards the gas lamp .
__label__13(6b),Gordon is scathing <head>of</head> the collateral fact doctrine for three reasons .
__label__6(3),"Members will be very sad to hear that John Hewitt , husband <head>of</head> our secretary , Hilda , has died ."
__label__4(3),"Dr Dunn , the lecturer <head>from</head> Bristol Polytechnic , had another weekend commitment to fit in , and Dr Peters was ill ."
__label__6(3a),"` OK , Patsy , "" he mumbled as his young brother weaved <head>round</head> him ."
__label__1(1),The path from Billy 's cottage wound <head>down</head> towards the river bank .
__label__11(6),"Throughout 1895 the attack on the ` sex mania "" of the new fiction developed , marking the ` return <head>of</head> the Philistines "" ."
__label__4(3),I was not unhappy to be sitting opposite an attractive lady <head>from</head> Coll and there was only one person I knew of who lived on Coll .
__label__13(5),Rear seat belts each consisted of a two-piece webbing lap strap anchored <head>to</head> the aircraft structure .
__label__3(1b),"After thirty years as an administrator in the National Health Service and an adviser on policing , Miss James was enlisted for service in the corps <head>of</head> commissionaires of British public life ."
__label__6(3),"From our campsite the route climbed above the tundra beneath the mighty rock cliffs <head>of</head> Hongu South Peak , festooned with snow and ice like feathered-icing on some gigantic cake , to the top of a lateral moraine ."
__label__15(3c),The figure ( bottom ) shows survival categorised <head>by</head> age group .
__label__3(1b),"Shifting the burden from taxpayers to ratepayers , and introducing a plethora <head>of</head> complex and continually changing central financial controls , inevitably soured relationships even where party political and ideological differences did not intrude ."
__label__4(3),"It seemed , somehow , monstrously unfair that a decision of such importance to England 's cultural future should be left to a person <head>from</head> Pakistan ."
__label__1(1),Anthea stalked <head>across</head> the car park of Randall Lodge like a woman with a purpose .
__label__13(8),JOHN DEVEREUX 'S hopes of a summer stint <head>with</head> Australian club Manly have been dashed .
__label__3(2),The others are always barging <head>about</head> the kitchen and the living-room .
__label__3(1b),"But even in this , the red bitch was not to be counted on : fierceness and docility alternated as unpredictably as the direction of the winds that flounced <head>through</head> the valley in the early monsoon ."
__label__1(1),He sometimes had to disappear <head>to</head> the lavatory several times when they met in a pub or cafe .
__label__8(3),"Indeed , Percy Lovitch voiced the thought <head>to</head> Rev. Levitt as he strode past the minister and his wife ."
__label__6(3),"Allitt , 24 , from Corby Glen , near Grantham , also denies attempting to murder the 15-year-old brother <head>of</head> her flat- mate and a 73-year-old woman ."
__label__1(1),"The lady with the upright hair who Gloria said had a screw loose , clattered into the bedroom holding out a steaming jug <head>on</head> a tray ."
__label__6(5),"On Dec. 19 the UN General Assembly passed by 144 votes to one ( Iraq ) a resolution condemning Iraq <head>for</head> serious violations of human rights in Kuwait including torture , detention , summary execution and disappearances ."
__label__6(4a),Both were frugal <head>in</head> their use of energy and time .
__label__1(1),I have a hunch <head>about</head> her -- she is definitely someone to watch for the future .
__label__13(6b),"` Is that why you were so disapproving <head>of</head> my apparent readiness to exploit your father 's generosity towards me ? """
__label__6(3),That is supported by the statements <head>of</head> the mother and D.'s foster mother .
__label__1(1),Sneaking <head>across</head> the kitchen she made herself some bread and margarine .
__label__13(6b),"Was n't that a little rude <head>of</head> you ? """
__label__2(1a),"She wore her hair low on the nape of her neck , its weight giving fragility to the long , slender throat , the chignon itself gleaming <head>like</head> spun silver ."
__label__4(1c),"A peek <head>through</head> the window showed that the taxi had arrived , brief farewells were made to the men , and Karl left , promising to ring them the next day and making mock threats to Erika and Paul should they forget to meet him the following Sunday ."
__label__2(1a),"As we bent <head>over</head> him , he opened his eyes and groaned ."
__label__6(2a),"When a system is unjust <head>to</head> the core , abolition , not reform , is what respect for justice demands ."
__label__3(1b),Serve with slivers <head>of</head> warm pitta bread .
__label__9(3a),"On July 31 , 1989 , it was reported that South Korean police had arrested two men <head>on</head> charges of selling to East Germany 12 machines designed to produce nuclear weapons and spy satellites ."
__label__1(1),Stout timber posts anchored <head>into</head> the ground are essential to prevent the edges collapsing .
__label__3(1b),"Away to their left , the bank sloped down again into clumps <head>of</head> alder , among which the stream could be heard chattering over gravel ."
__label__3(1b),"A flock of goldfinches fluttered and dipped <head>through</head> a patch of tall , seeding thistles , making the sweet , plaintive call that the Saxons call ` chirm "" , or ` charm "" ."
__label__8(3),"A published sermon <head>on</head> bull-running preached by J. F. Winks in 1829 claimed the custom ` resembled more a scene amongst the savages of New Zealand than amongst the inhabitants of a respectable town in England "" ."
__label__1(1),Quickly Folly summed up the story of her meeting <head>with</head> Luke .
__label__3(1b),She popped a fragment <head>of</head> biscuit into her mouth and crunched it primly with her front teeth .
__label__1(1),"From the pass which stands at 6700ft , the Tujetschtal valley drops 3000ft <head>through</head> Alpine meadows to Disentis town , ten miles to the east ."
__label__12(6a),"Vendors <head>of</head> fruit , gingerbreads , ale and hot potatoes did a roaring trade , as did the pickpockets , albeit in a quieter fashion ."
__label__12(6a),"In fact , that was part of the trouble , more often than not it is the protestations and evasions <head>of</head> a witness which tell most about him ."
__label__2(2)-1,"Ex-King 's Cup player Robin Drysdale echoed the sentiments of many , at the conclusion of his first Series event at his club in Bracknell , when he said ` these events are terrific <head>for</head> the kids and I shall definitely be running one again next year . """
__label__3(2),Fennel can be grown from seed sown <head>in</head> spring where it is to remain .
__label__1(1),In 1971 Lord Rothermere merged the tabloid Daily Sketch <head>with</head> his Daily Mail .
__label__1(1),Thirty four-year-old Alan Mercer from Lindford and Brian Rudman ( 23 ) from Whitehill are paddling all the way <head>from</head> Devizes to Westminster in a 125-mile canoe race .
__label__9(5),The Autobiography <head>of</head> a Luftwaffe Pilot .
__label__1(1),"Yvonne and I at South Queensferry a couple of summers ago , across the road from the Hawes Inn at the slipway underneath the tall stone piers of the rail-bridge , the mile-wide river bright before us , people promenading <head>along</head> pavements and down the pier , an occasional smell of frying onions from the snack bar beside the Inshore Lifeboat shed ."
__label__1(1),Basic Instinct The unabridged version of Paul Verhoeven 's sexy thriller <head>about</head> a murderess with Michael Douglas as the policeman in pursuit and Sharon Stone as the lethal enigmatic beauty who steals his soul .
__label__6(4a),All my adult life I had adored foods which were high <head>in</head> fat .
__label__11(7b),"Two hours later she was still awake , her body aching <head>with</head> its needs , her brain a whirling turmoil ."
__label__3(3),"Barefoot , she padded <head>into</head> her cramped kitchen and took a can of Coke from the refrigerator ."
__label__3(2),"It must be the influence of Jekyll and Hyde , which has been strong since John Barrymore grew long teeth and took to scuttling <head>about</head> dark expressionist streets , bashing and killing ."
__label__8(3),But what if he had voiced his suspicions <head>to</head> Viola ?
__label__10(7),They worked together efficiently in the spotless kitchen and beamed satisfaction when they cleared four empty plates <head>from</head> the table .
__label__11(7b) __label__7(5),Ludovico 's face puckered <head>with</head> anxiety .
__label__2(1a),The men flung a net <head>over</head> me .
__label__10(7),He removed the cover <head>from</head> a vegetable dish and helped himself to potatoes .
__label__6(4a),The ideas might be splendid <head>in</head> themselves but you must consider how they will contribute to the strategy .
__label__8(3)-1,"Because such religions are of more interest <head>to</head> the media than are more ` ordinary "" religions , it is quite likely that whenever the tragedy occurs we shall be treated to the headline Cult Member Commits Suicide ."
__label__3(1b),It is quite common to see an important Orc Boss strutting <head>through</head> the Orc camp followed closely by a tiny Snotling impersonating his walk and copying the Boss ' every movement in an exaggerated comic fashion .
__label__3(2),But tonight his thoughts were stamping <head>around</head> his mind wearing heavy boots .
__label__7(2),Melanie was shocked to see the horror <head>on</head> her aunt 's face .
__label__1(1),"` Michael would get into Rolls-Royces by leaping <head>across</head> the pavement and jumping in head first , "" recalled Reed ."
__label__1(1),High heels pattered <head>across</head> the cloakroom floor and someone pushed at the toilet door .
__label__8(3),"I kept talking <head>to</head> his mother and the girl at the cash-register , but I was so distracted that I did n't know what I was saying ."
__label__2(1a),Three years later we are awaiting reports from a panel of councillors after a lengthy hearing under the Citizen 's Charter because of the clients making an accusation <head>against</head> me .
__label__1(1),"<head>After</head> a while , coffee spilled from the cup onto his toes and he opened his eyes ."
__label__4(3),Jane drank <head>from</head> the flask and began to speak .
__label__3(1b),"` This thought has taken the occasional jaunt <head>through</head> my mind , "" Ed agreed ."
__label__3(1b)-1,"He was an English King , and his great rival was France , and , in order to taunt King Henry , the Dauphin of France sent him a bucket <head>of</head> tennis balls . """
__label__7(5),"He had reached the corner of his street and was searching <head>in</head> his pocket for his key , when a dark figure came out of the shadows and crossed the road towards him ."
__label__4(3),"He motioned <head>with</head> his head to Antony , who nodded and went swiftly out of the room and up the stairs ."
__label__1(1),"He dreamt that Lucie threw him <head>from</head> the parapet of a bridge into deep water , with a stone statue of Garvey tied round his neck ."
__label__9(3a),"This is n't a complaint , it 's a compliment <head>on</head> the new look ."
__label__3(3),"` My orders , little friar , are that you are to accompany me <head>into</head> Cheapside to a tavern called the Bear and Ragged Staff ."
__label__3(1b),He slurped a huge mouthful down before resuming his avalanche <head>of</head> anger .
__label__1(1),The driver did n't have to point out the bullet-riddled windows of the coach as we lurched <head>along</head> from Bucharest airport to Poiana Brasov .
__label__5(3a),The human heart is about the size of a fist and is a muscle filled <head>with</head> blood .
__label__1(1),Always be honest <head>about</head> your intentions or you may regret it later .
__label__1(1),"Others fled <head>among</head> the riverside willows , and then circled around the soldiers ' rear ."
__label__3(1b),Trading standards officers point out that there are dozens <head>of</head> similar products that could be potentially dangerous .
__label__1(1),"` All right , "" he said , his voice like water gurgling <head>down</head> a plughole ."
__label__17(8),"As the echoes of the big bang died away , the universe evolved from a bland ball <head>of</head> gas into a lacy web of galaxies ."
__label__3(1b)-1,The boy was by now so full of cake he was like a sackful <head>of</head> wet cement and you could n't have hurt him with a sledge-hammer .
__label__1(1),You would imagine Sarah does more than enough to keep herself fit by jetting <head>from</head> one side of the world to the other frequently .
__label__12(9),Perhaps I 'll die <head>from</head> natural causes before I can do any mischief .
__label__8(3),"Lovely , lovely , she crooned <head>to</head> herself ."
__label__9(5),"In their natural state , empusae had the head and breasts <head>of</head> a lovely girl and the body and legs of a donkey ."
__label__1(1),My private meeting <head>with</head> Eliot was in the afternoon .
__label__16(7),FEUDING ex-lovers Mia Farrow and Woody Allen are now locked in a battle <head>over</head> money .
__label__1(1),Mr Boyle was driving a Vauxhall Cavalier west <head>along</head> the A66 when the crash happened just after 8am on Sunday .
__label__1(1),"They claim that the huge crop will push <head>down</head> prices , and this , coupled with cheap imported plums from Spain will mean it simply wo n't be worth picking the fruits ."
__label__3(1b),"However , they also escaped the severe censure that might have been expected from the high-minded moralists who strutted busily <head>through</head> the Victorian England of his day ."
__label__1(1),"I said , slowly : ` When she spoke <head>with</head> Bedwyr and myself , her story was the same as Melwas "" ."
__label__13(5),"Similarly , mortality of infants born <head>to</head> 30-39 year old mothers was lowest if their fathers were in the 25-29 years age group ."
__label__6(3),"On her first official visit to Derbyshire in fourteen years , Her Majesty Queen Elizabeth the Queen Mother , President <head>of</head> the National Trust , received a royal welcome at Calke Abbey in May ."
__label__1(1),His impatient reply made her hackles rise even as a tiny treacherous thrill slithered <head>along</head> her veins .
__label__2(1a),He stood the pencil upright <head>in</head> the centre .
__label__1(1),They heard no more from behind them and as the small amount of sky they could see <head>between</head> the tree-tops was clouded over there was nothing to give them direction .
__label__11(7b),"The hound , which was shining <head>with</head> phosphorus , chased Sir Charles down the Yew Alley ."
__label__1(1),The HeI stars are known to be at the Galactic Centre because many are coincident with temperature peaks in the dust associated with the spiral of ionized gas flowing <head>into</head> the centre .
__label__3(3),"They were interrupted by Janet Halstead who bustled <head>into</head> the room , a tight smile betraying her tiredness ."
__label__8(3),"President Kennedy said <head>to</head> an astronaut , ` Man is still the most extraordinary computer of all . """
__label__14(6),"In other countries , such as France , where central government has more extensive authority over teachers , the opposite assumption tends to be made that teachers will conform <head>to</head> national policies and regulations in their practice ."
__label__7(4c),But how does one differentiate <head>between</head> a block and a bomb ?
__label__6(5),"The Lancashire Division publicized this viewpoint through its paper Northern Voice , and at the York Annual ILP Conference of 1934 an NAC Report , censuring the Division <head>for</head> its actions , was carried by 135 votes to 31 ."
__label__12(7c),"The balance and sound for this concert were superb <head>with</head> every note clearly hear , making it a totally enjoyable concert ."
__label__6(5),"If I read Shakespeare 's The Merchant of Venice and notice the anti-semitism which surrounds the character of Shylock , I may be bothered by it , even condemn Shakespeare <head>for</head> his anti-semitism ."
__label__11(6)-1,"She asked the question half fearfully , almost afraid <head>at</head> what she might be about to hear after the event of the previous day ."
__label__1(1),A green pickup swerved <head>across</head> a field to follow a combine with a tractor and trailer travelling alongside .
__label__3(1b),"To mark the Golden Jubilee in 1937 and on the occasion of its Consecration <head>by</head> Bishop Poskitt , 50 years to the day after its opening , three new marble altars dedicated to the Sacred Heart , Our Lady and St Patrick were placed in the church ."
__label__15(9)-1,Its purpose is to impose an obligation upon Norwich to secure that Winchester complies <head>with</head> the Rules .
__label__1(1),My stint <head>as</head> the early-hours man really was a killer .
__label__3(1b),"Mr Bob Balchin , chairman of the Grant-Maintained Schools Foundation , said yesterday that he was expecting an avalanche <head>of</head> parental ballots after the Easter holidays ."
__label__1(1),"He hurried <head>to</head> Wreford 's office , who confirmed his worst suspicions and sent him rushing back to the hospital to bring in Holman ."
__label__8(3),I would be grateful if you could convey these views <head>to</head> the committee which is considering the legislation .
__label__1(1),He stooped gracefully <head>towards</head> the little man and laughed loud and shyly .
__label__1(1),When we arrived at Granny 's house Mrs Phipps and Mrs Taylor were still standing outside gossiping <head>with</head> the neighbours .
__label__1(1),"As he stared at the torment , fury , and despair <head>in</head> her face , he knew that Clare would not forgive him ."
__label__1(1),A silver-washed fritillary butterfly dipped <head>between</head> the tufts of grass to find the violet leaves on which she lays her eggs .
__label__1(1),"Born <head>into</head> an Italian upper-class family , he boasts the title of marchese and can claim Catherine the Great and de' Medici among his ancestors ."
__label__11(6),The secret deliberations <head>of</head> the Eisenhower administration show that allied ( and especially British ) advice and thinking received more attention than was realized at the time .
__label__1(1),There is a programme of special events which take place <head>during</head> the year .
__label__2(2),"Attlee , an astute judge of men , banked on Mountbatten 's ambition to provide an adequate counterweight to his proclivity <head>for</head> risk , and in this judgement he was proved to be correct ."
__label__3(3),He stamped his foot <head>into</head> his flying-boot .
__label__12(6a),"Her problems in making sense of Hilary Roberts ' bumf had nothing to do with an inability to grasp the fundamentals of research methodology , but everything to do with want <head>of</head> enthusiasm ."
__label__6(3),"White House Chief <head>of</head> Staff John Sununu , to whom the President delegated much domestic policy responsibility while he concentrated on foreign affairs , came under strong conservative criticism ."
__label__4(3) __label__12(9),"But I was sitting on the sands of Ke Iki at midnight with a fairy-tale princess , a Botticelli Venus whose long blonde tresses reflected golden glints <head>from</head> the fire ."
__label__5(2),"President Gorbachev well understood the need for weapons reduction <head>by</head> negotiation , without jeopardising common security ."
__label__1(1),We walked naked along the path that led <head>across</head> the ice-covered sea .
__label__1(1),"She pulled the strings of her apron until the bow at the back was just right , and perched her white cap <head>at</head> the correct angle on her head to make it sit pertly on her dark curls ."
__label__11(6)-1,"She is furious <head>at</head> the betrayal ; and supporters of the sacked prime minister , Nawaz Sharif , have resorted to fisticuffs ."
__label__5(3),It comes in 50g balls and retails <head>at</head> $1.95 a ball .
__label__6(4),These additions were taken over the London and North Western Railway in 1871 after a convoluted legal battle <head>with</head> the Llanelly company .
__label__11(9),This has made many existing office buildings in the City inadequate <head>for</head> the needs of national and international financial and business services .
__label__9(7),"She cackled , delighted <head>with</head> the queasy mixture on the plate , hot brown coffee lapping at the pale wedge of sugared pastry ."
__label__3(1b),A joint declaration <head>by</head> opposition groups and government parties issued after the country 's first round-table talks said that free elections should be held by next May 6 at the latest .
__label__9(5),But developing countries are still dependent for all their foreign currency earnings upon the fluctuations <head>of</head> commodity prices on the world market .
__label__8(3),"` What do they want with me ? "" he screamed <head>to</head> himself inside his head ."
__label__5(4),"` I ca n't imagine what she wants , "" Joanna said , ` unless , having quarelled with Robert , she 's going to ask you <head>for</head> a job . """
__label__6(3),"No uprising <head>of</head> deaf and dumb people ever took place , as the government wisely ignored this particular proposal of the Royal Commission ."
__label__1(1),Benjamin and I slithered <head>down</head> the bank .
__label__1(1),"JOHN MacGregor , the Transport Secretary , has appointed Peter Grant <head>as</head> chairman of Highlands and Islands Airports , with a four-year term of office from next month ."
__label__3(2),"When you take a break at lunch-time , have a look <head>around</head> the local shops ."
__label__2(1a),"` And watch out , "" he told Irene , who had nearly stepped on a piece of discarded offal , thrown to the dogs who roamed around <head>like</head> the half-naked children ."
__label__2(1a),My doctor tells me that leg of his must still be hurting <head>like</head> the devil .
__label__1(1),You are the Public Relations Manager for a bus company which runs continental tours <head>from</head> Britain to destinations in Europe .
__label__5(3a),Nurturing the conkers to peak fitness rests with the Ashton Conker Club who ensure the nuts are not overly toughened or injected <head>with</head> illegal substances .
__label__4(3),He raised himself on one elbow and gingerly felt <head>around</head> his feet .
__label__1(1),"I coped at the time but now , five years on , I feel guilty and resentful <head>about</head> the whole affair ."
__label__1(1),"By 1980 the Soviet Union was left with only two substantial associates <head>in</head> the region , Syria and the PLO , themselves uneasy allies against Israel ."
__label__6(4a),I was never more disappointed <head>in</head> anyone .
__label__4(3),"Creed fumbled <head>with</head> his clothing , deciding he 'd had enough ."
__label__1(1),"NeTpower machines are meant to look , feel and smell <head>like</head> a PC ."
__label__12(6a),His greatest fear was that the intensifying cycle of Israeli repression and Palestinian unrest would encourage Israeli hardliners in their view that only expulsion <head>of</head> the Palestinians would solve the problem of the occupied territories .
__label__1(1),"World Cup assistant coach Bob Templeton , an indomitable figure in most things rugby for more than 20 years , is outspoken <head>about</head> the game guiding its future ."
__label__1(1),Mr Groenewald 's boast <head>about</head> hundreds of thousands of white soldiers assumes rather too blithely that ex-conscripts will rally to the cause .
__label__11(6),"The recent calculations were done only for the collision <head>of</head> an electron and a positron , a collision common in particle accelerators ."
__label__2(1a),My room was over the back door and it squeaked <head>like</head> a murdered rat .
__label__11(5),"In order to combat the growing deficit the IMF had insisted <head>on</head> cuts in government spending and liberalization measures for trade and investment , demands which were rejected by the Congress ."
__label__1(1),He scattered his clothes <head>across</head> West London in a variety of dustbins and builder 's skips .
__label__5(3a),"In the middle of the undergrowth , unseen either from the river or the bank on the other side , they had built a hut <head>with</head> lengths of fallen wood and some corrugated iron they 'd found ."
__label__1(1),"Cranston squatted down with his back to the wall , smacked his lips and gazed hungrily up at the hams and other meats hanging from ropes <head>on</head> the rafters to be cured ."
__label__6(4a),"And in this varied picture there were even some share-croppers still to be found , though everywhere they were dwindling <head>in</head> importance ."
__label__3(2),I suspect that the hon. Member for Livingston ( Mr. Cook ) will skulk <head>around</head> the back alleys of the national health service scavenging for distress stories with which to regale us between now and the general election .
__label__1(1),"It is not impossible , for example , that Abdulkerim and Molla Arab served successively as Mufti in the years between Fahreddin Acemi 's death and Molla Husrev 's return <head>from</head> Bursa ."
__label__1(1),"He watched them disappear from his view , his father still waddling <head>along</head> with that bloody basket ."
__label__6(3),The burial customs <head>of</head> the Parsi sect involve dead bodies being exposed on a grating at the top of a Tower of Silence .
__label__12(9)-1,"In Sri Lanka Sinhalese-Buddhist cultural nationalism was linked with other grievances and was sometimes expressed through rioting , but in the absence of elite leadership it was not channelled into demands for constitutional concessions <head>from</head> the British ."
__label__3(2),Mrs Chamoun guides him <head>around</head> the Emir Bashir 's palace at Beit Eddine ; he is clearly taken in by the mythical Lebanon of happy agrarian masses toiling away under the guidance of a benevolent leader .
__label__1(1),THE PUNK generation now spend half their time whining <head>about</head> the smothering blanket of baby boomer nostalgia .
__label__1(1),"To do the Cafe Posta properly , one repairs <head>to</head> the antique-filled back room ; front parlour strictly for tourists ."
__label__2(2)-1,Life could be unfair <head>for</head> some .
__label__3(1b),I stayed in the darkness vomiting as the ship veered wildly <head>through</head> the troughs of high waves .
__label__10(5a),"Moodie , more like a mouse than ever , nibbled <head>at</head> a bit of cheese ."
__label__1(1),The pendulum has swung <head>from</head> silly dreaming to grinding pragmatism .
__label__2(1a),"The bungalow was small , set back from the road which was becoming busier by the month as the nuclear plant developed <head>on</head> the west coast and bigger and bigger lorries went to it ."
__label__14(7),All three were convinced <head>of</head> his innocence .
__label__1(1),It may be recalled that Lanfranc 's doubt <head>about</head> the sanctity of Elphege arose from lack of information about the circumstances of his death .
__label__2(1a),If you glance <head>inside</head> the average modern book you will clearly see the mull or tape strips under this paste-down ( as compared with the free endpaper ) .
__label__1(1),"He worries a great deal <head>about</head> the house . """
__label__9(5),"He came and stood behind her , staring over her shoulder at the screen , frowning darkly <head>at</head> the columns of figures displayed ."
__label__6(3),"` There , now -- that should fill the bellies <head>of</head> those young fellows , "" he remarked with satisfaction ."
__label__1(1),"It 's just as hectic in the 400-square mile colony outside , with six million people scurrying <head>among</head> glass and concrete skyscrapers that stand like giant guards above the bay ."
__label__14(6),"But later she developed an allergy <head>to</head> feathers , and that made it very difficult for her when I wanted to keep birds in the house !"
__label__4(3),He is reduced to wooing her <head>with</head> honeyed words on behalf of his handsome but tongue-tied young friend .
__label__1(1),Alternatively the capsule might be drifting <head>in</head> the weak gravitational field of intergalactic space .
__label__9(3a),"I slept that night in a large airy cabin , and breakfasted <head>on</head> coffee and hotcakes ."
__label__12(6a),"` Of course , it is not known who the kidnappers <head>of</head> Mr McCarthy are , so we are interested to know why you came to the Government of Iran for help . """
__label__3(2),` To see him driving <head>around</head> a track at 65 mph is an incredible sight .
__label__1(1),"He pulled on his shoes , rose and began to jog <head>along</head> the road in the direction the car had taken ."
__label__10(7),"Impatiently , Jezrael pushed the canopy back and an icy blast of wind snatched it <head>from</head> her grasp ."
__label__5(4),"When he sees us , he smiles <head>in</head> recognition ."
